# Testing 1296 configurations 
# Reading [4] trace.out files from [../parrot-traces/polybench-subset-normal/]
# -> Parrot_l1_2mm.latency_trace.out
# -> Parrot_l1_deriche.latency_trace.out
# -> Parrot_l1_correlation.latency_trace.out
# -> Parrot_l1_adi.latency_trace.out
# Done loading files.
pct acc threshold phase_length stable_min window_start summarize proj_dist proj_delta p_j
0.721544 8.6897 0.6 100000 3 50 1000 10 1 4
0.695677 4.57203 0.5 10000 3 25 1000 10 1 8
0.657974 9.61859 0.6 50000 3 50 1000 5 1 10
0.571585 4.38504 0.65 50000 3 20 1500 10 0.5 10
0.779758 9.98909 0.65 10000 3 25 1500 10 2 4
0.878067 16.3552 0.65 50000 3 25 1500 5 2 4
0.65993 11.9186 0.65 100000 3 20 1500 5 0.5 10
0.685504 15.0419 0.65 50000 3 25 1000 5 2 10
0.721702 8.58598 0.6 100000 3 25 1000 10 2 10
0.542766 4.36339 0.65 100000 3 25 1500 10 0.5 10
0.522034 3.9465 0.5 100000 3 20 1000 10 0.5 10
0.541642 0.251063 0.5 50000 3 25 1500 10 0.5 10
0.71768 15.1566 0.6 10000 3 50 1000 10 1 4
0.733515 15.0763 0.6 10000 3 25 1000 5 0.5 4
0.5776 4.3798 0.6 50000 3 50 1500 5 0.5 10
0.706483 4.06748 0.5 100000 3 50 1000 10 2 4
0.725452 8.6389 0.6 100000 3 20 1500 5 1 10
0.73719 3.55688 0.5 50000 3 25 1000 10 2 4
0.588131 4.2679 0.65 100000 3 50 1500 5 1 10
0.677452 15.487 0.6 10000 3 20 1500 5 0.5 10
0.738378 11.8041 0.6 50000 3 25 1500 5 2 10
0.763072 10.7696 0.6 50000 3 20 1500 10 2 4
0.676393 11.5072 0.65 50000 3 50 1000 10 2 10
0.640375 9.87844 0.6 100000 3 25 1500 10 1 10
0.670154 11.5715 0.65 50000 3 50 1500 10 1 10
0.705573 6.63196 0.5 50000 3 50 1500 5 2 6
0.740582 9.85791 0.65 100000 3 50 1000 10 0.5 4
0.733467 15.0781 0.6 10000 3 25 1000 10 2 8
0.672563 4.77781 0.5 10000 3 20 1000 5 0.5 10
0.682337 4.55894 0.5 50000 3 50 1000 10 0.5 4
0.776083 10.0366 0.65 10000 3 25 1500 5 0.5 4
0.676902 4.56646 0.5 10000 3 20 1500 5 0.5 6
0.662149 13.22 0.6 100000 3 50 1500 5 2 10
0.692755 4.48612 0.5 10000 3 20 1500 10 2 8
0.961851 16.8963 0.65 100000 3 20 1000 5 2 4
0.654541 6.66122 0.5 10000 3 50 1500 5 2 8
0.750839 9.88059 0.65 50000 3 20 1000 5 0.5 4
0.7804 12.3684 0.65 10000 3 20 1000 5 2 8
0.747126 8.58544 0.6 50000 3 20 1000 5 1 4
0.751832 9.79178 0.65 50000 3 50 1000 5 1 4
0.774988 9.91725 0.65 10000 3 25 1000 5 1 4
0.670926 4.8355 0.5 100000 3 20 1500 10 0.5 4
0.730668 8.47336 0.6 100000 3 25 1000 5 1 4
0.60694 6.08171 0.5 100000 3 50 1500 10 1 4
0.63157 16.1546 0.6 10000 3 50 1500 10 0.5 6
0.944841 18.5283 0.6 10000 3 20 1000 5 2 4
0.719477 8.6968 0.6 50000 3 20 1500 5 0.5 4
0.716312 3.97273 0.5 100000 3 25 1500 5 1 4
0.59525 4.22369 0.5 10000 3 50 1000 10 0.5 6
0.732541 6.40633 0.5 50000 3 20 1500 5 1 4
0.678305 4.63201 0.5 50000 3 25 1000 5 0.5 4
0.755946 10.1558 0.65 10000 3 50 1000 10 1 4
0.727334 9.9485 0.65 100000 3 25 1000 5 0.5 4
0.742432 9.78895 0.65 100000 3 25 1000 10 2 4
0.66227 16.0401 0.6 10000 3 25 1500 10 1 10
0.699132 4.53527 0.5 10000 3 25 1500 10 1 4
0.769166 6.44968 0.5 50000 3 20 1000 5 2 4
0.770228 9.96179 0.65 10000 3 20 1500 5 1 10
0.680707 4.56384 0.5 100000 3 50 1000 5 0.5 4
0.727674 8.80969 0.6 100000 3 20 1000 10 0.5 4
0.71704 8.58521 0.6 50000 3 25 1000 10 1 4
0.90073 4.80923 0.5 100000 3 25 1000 5 2 4
0.652205 11.7681 0.65 10000 3 50 1500 10 0.5 6
0.695109 4.52728 0.5 10000 3 25 1000 10 1 10
0.776528 10.0449 0.65 10000 3 25 1500 10 2 6
0.751791 9.87002 0.65 50000 3 20 1000 10 2 4
0.648889 9.76717 0.6 100000 3 50 1000 10 1 6
0.931911 14.7303 0.6 50000 3 50 1000 5 2 4
0.676884 4.94711 0.5 50000 3 25 1500 10 1 4
0.767181 12.7343 0.65 50000 3 25 1500 5 2 6
0.677884 15.6 0.6 10000 3 50 1000 10 1 6
0.753051 9.737 0.65 50000 3 20 1500 10 1 4
0.732578 15.1443 0.6 10000 3 25 1000 5 0.5 6
0.661468 9.59674 0.6 50000 3 50 1500 5 1 4
0.746709 9.75845 0.65 100000 3 20 1500 5 1 4
0.72803 9.7685 0.65 50000 3 25 1000 10 0.5 4
0.700456 4.18083 0.5 50000 3 25 1000 10 2 6
0.661526 4.20055 0.5 100000 3 50 1000 10 2 6
0.687474 4.71881 0.5 100000 3 20 1000 10 1 4
0.710978 8.82793 0.6 100000 3 25 1500 5 0.5 4
0.736449 14.8891 0.6 10000 3 20 1500 5 1 4
0.730752 9.99991 0.65 100000 3 25 1500 10 1 4
0.642382 8.12443 0.6 50000 3 25 1500 10 0.5 4
0.65637 4.78186 0.5 50000 3 50 1500 5 2 8
0.743312 8.40642 0.6 50000 3 20 1500 10 2 6
0.895215 19.1075 0.65 100000 3 50 1500 5 2 4
0.893934 11.0172 0.6 100000 3 20 1500 5 2 4
0.57534 0.257646 0.5 50000 3 50 1000 10 0.5 6
0.668594 11.4776 0.65 50000 3 50 1500 5 0.5 4
0.732885 15.0312 0.6 10000 3 25 1000 10 2 10
0.564322 4.51741 0.65 100000 3 50 1000 10 0.5 6
0.754056 9.74572 0.65 50000 3 50 1500 10 2 4
0.776237 10.0631 0.65 10000 3 25 1500 5 0.5 6
0.729461 8.56488 0.6 100000 3 25 1500 10 2 4
0.676902 4.56646 0.5 10000 3 20 1500 5 0.5 8
0.740301 3.73811 0.5 10000 3 20 1000 5 1 4
0.692639 4.468 0.5 10000 3 20 1500 10 2 10
0.654541 6.66122 0.5 10000 3 50 1500 5 2 10
0.574355 4.36957 0.6 100000 3 50 1500 10 0.5 4
0.915726 12.4567 0.65 100000 3 20 1000 5 2 6
0.7804 12.3684 0.65 10000 3 20 1000 5 2 10
0.749752 9.86811 0.65 50000 3 20 1000 5 0.5 6
0.774523 9.98377 0.65 10000 3 25 1000 5 1 6
0.73127 8.67021 0.6 50000 3 20 1000 5 1 6
0.677042 4.82801 0.5 50000 3 25 1000 5 0.5 6
0.614641 16.0353 0.6 10000 3 50 1500 10 0.5 8
0.634822 4.07082 0.5 100000 3 20 1500 10 0.5 6
0.756252 16.6545 0.6 10000 3 20 1000 5 2 6
0.543958 0.343505 0.5 10000 3 50 1000 10 0.5 8
0.658293 4.94498 0.5 50000 3 20 1500 5 1 6
0.755946 10.1558 0.65 10000 3 50 1000 10 1 6
0.603249 6.02111 0.5 100000 3 50 1500 10 1 6
0.722009 8.63847 0.6 100000 3 25 1000 5 1 6
0.717522 9.01385 0.6 50000 3 20 1500 5 0.5 6
0.687311 4.4887 0.5 100000 3 25 1500 5 1 6
0.699286 4.53583 0.5 10000 3 25 1500 10 1 6
0.753951 6.24957 0.5 50000 3 20 1000 5 2 6
0.758169 14.9516 0.6 10000 3 25 1500 10 2 4
0.609886 6.11431 0.5 100000 3 50 1000 5 0.5 6
0.741806 9.76115 0.65 100000 3 25 1000 10 2 6
0.72224 9.99845 0.65 100000 3 25 1000 5 0.5 6
0.858962 14.0722 0.65 10000 3 20 1500 5 2 4
0.635276 11.6488 0.65 10000 3 50 1500 10 0.5 8
0.605639 8.92043 0.6 100000 3 20 1000 10 0.5 6
0.716326 8.6429 0.6 50000 3 25 1000 10 1 6
0.839671 6.14951 0.5 10000 3 25 1000 10 2 4
0.683201 11.5977 0.65 10000 3 25 1500 10 2 8
0.677931 11.4994 0.65 50000 3 50 1000 5 1 6
0.64205 5.398 0.5 50000 3 25 1500 10 1 6
0.73188 3.52103 0.5 100000 3 25 1000 5 2 6
0.676013 9.07405 0.6 50000 3 50 1000 5 2 6
0.673413 15.5607 0.6 10000 3 50 1000 10 1 8
0.713496 15.3754 0.6 10000 3 25 1000 5 0.5 8
0.648889 9.76717 0.6 100000 3 50 1000 10 1 8
0.751791 9.87002 0.65 50000 3 20 1000 10 2 6
0.698603 4.17468 0.5 50000 3 25 1000 10 2 8
0.655843 9.78084 0.6 50000 3 50 1500 5 1 6
0.758335 12.9785 0.65 50000 3 25 1500 5 2 8
0.738221 10.1995 0.65 50000 3 20 1500 10 1 6
0.680279 9.95919 0.65 50000 3 25 1000 10 0.5 6
0.746709 9.75845 0.65 100000 3 20 1500 5 1 6
0.640639 4.83594 0.5 100000 3 50 1000 10 2 8
0.732178 14.9848 0.6 10000 3 20 1500 5 1 6
0.64795 5.36054 0.5 50000 3 50 1500 5 2 10
0.687266 4.6554 0.5 100000 3 20 1000 10 1 6
0.712027 8.90909 0.6 100000 3 25 1500 5 0.5 6
0.57534 0.257646 0.5 50000 3 50 1000 10 0.5 8
0.63969 7.77528 0.6 50000 3 25 1500 10 0.5 6
0.658073 9.68621 0.6 50000 3 20 1500 10 2 8
0.732279 10.0604 0.65 100000 3 25 1500 10 1 6
0.734936 15.1692 0.6 10000 3 25 1500 5 0.5 4
0.895215 19.1075 0.65 100000 3 50 1500 5 2 6
0.741524 8.31545 0.6 100000 3 20 1500 5 2 6
0.68291 11.6389 0.65 10000 3 25 1500 5 0.5 8
0.669588 11.5649 0.65 50000 3 50 1500 5 0.5 6
0.641439 4.9743 0.5 10000 3 20 1500 5 0.5 10
0.564322 4.51741 0.65 100000 3 50 1000 10 0.5 8
0.754056 9.74572 0.65 50000 3 50 1500 10 2 6
0.69746 4.56569 0.5 10000 3 25 1000 5 0.5 4
0.633134 5.07239 0.5 10000 3 50 1500 10 0.5 4
0.727923 8.52416 0.6 100000 3 25 1500 10 2 6
0.691257 4.498 0.5 10000 3 20 1000 5 1 6
0.648948 4.71359 0.5 50000 3 25 1000 5 0.5 8
0.748176 10.1749 0.65 10000 3 20 1000 10 0.5 4
0.774285 9.86532 0.65 10000 3 25 1000 5 1 8
0.562474 4.5577 0.6 100000 3 50 1500 10 0.5 6
0.75785 9.74378 0.65 100000 3 20 1000 5 2 8
0.73127 8.67021 0.6 50000 3 20 1000 5 1 8
0.658406 7.74432 0.65 50000 3 20 1000 5 0.5 8
0.614641 16.0353 0.6 10000 3 50 1500 10 0.5 10
0.520178 0.476588 0.5 10000 3 50 1000 10 0.5 10
0.620868 5.92891 0.5 50000 3 20 1500 5 1 8
0.749662 10.114 0.65 10000 3 50 1000 10 1 8
0.601026 4.27602 0.5 100000 3 20 1500 10 0.5 8
0.755691 17.1755 0.6 10000 3 20 1000 5 2 8
0.601019 6.47655 0.5 100000 3 50 1500 10 1 8
0.626502 5.98019 0.5 10000 3 25 1500 10 1 8
